task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	%mem	peak_rss	peak_vmem	rchar	wchar
61	3b/6d4c7f	630135	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:1;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-24 22:32:33.076	4h 24m 31s	4h 24m 26s	99.0%	24.5 GB	4.9%	24.5 GB	27.2 GB	189.3 GB	187 GB
87	6b/6524e8	630181	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 01:02:23.905	1h 57m 15s	1h 57m 15s	99.4%	12.9 GB	2.5%	12.9 GB	14.7 GB	178.8 GB	176.5 GB
92	be/f0639d	630187	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 01:17:58.924	1h 42m 25s	1h 42m 23s	99.4%	12.6 GB	2.5%	12.6 GB	14.6 GB	136.3 GB	119.5 GB
99	34/e82c0f	630190	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 01:34:54.060	1h 35m 50s	1h 35m 50s	146.1%	15.6 GB	3.1%	15.6 GB	16.5 GB	147.8 GB	144.2 GB
96	df/6a3bc3	630192	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 02:01:34.234	1h 25m 55s	1h 25m 51s	194.7%	15.1 GB	3.0%	15.6 GB	16.2 GB	189.9 GB	198.5 GB
71	a8/381ccc	630151	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-24 23:06:58.220	4h 23m 6s	4h 23m 1s	99.5%	3.5 GB	0.7%	3.5 GB	5.1 GB	189.3 GB	187 GB
66	6e/bd1a01	630145	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-24 23:01:18.285	4h 36m 11s	4h 36m 6s	95.2%	1.2 GB	0.2%	1.2 GB	2.6 GB	190 GB	187.7 GB
103	0a/bd48bd	630201	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 02:37:39.270	1h 13m 50s	1h 13m 47s	194.4%	19.3 GB	3.8%	19.3 GB	19.9 GB	147.7 GB	144.2 GB
98	38/a62ae7	630195	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 02:15:14.247	1h 42m 40s	1h 42m 38s	99.5%	14.9 GB	3.0%	14.9 GB	16.7 GB	136.6 GB	119.7 GB
106	2d/260cf1	630200	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 02:36:24.305	1h 24m 30s	1h 24m 26s	196.7%	19.2 GB	3.8%	19.4 GB	21.1 GB	189.9 GB	198.5 GB
102	e7/a01739	630196	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 02:18:39.287	1h 42m 25s	1h 42m 24s	99.5%	17.2 GB	3.4%	17.2 GB	18.9 GB	135.6 GB	118.8 GB
70	7f/210baf	630172	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 00:16:28.683	3h 48m 21s	3h 48m 18s	99.2%	1.2 GB	0.2%	1.2 GB	2.6 GB	147.8 GB	130.6 GB
113	1e/f45b8f	630207	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 02:56:09.383	1h 10m 40s	1h 10m 35s	196.6%	22.7 GB	4.5%	23 GB	24.7 GB	147.7 GB	144.1 GB
95	ee/272dcf	630193	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 02:12:59.207	1h 58m 20s	1h 58m 17s	99.5%	15.2 GB	3.0%	15.2 GB	16.9 GB	180 GB	177.7 GB
76	1b/4fc6c3	630161	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-24 23:47:43.559	4h 24m 16s	4h 24m 13s	99.5%	5.9 GB	1.2%	5.9 GB	7.6 GB	189.3 GB	187 GB
108	b4/8be8d9	630203	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 02:48:29.364	1h 24m	1h 23m 55s	196.5%	22.8 GB	4.5%	23.2 GB	24.6 GB	189.9 GB	198.5 GB
114	5b/460e47	630206	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 02:53:49.323	1h 27m 20s	1h 27m 15s	192.9%	26.6 GB	5.3%	27 GB	28.1 GB	189.9 GB	198.5 GB
105	32/53dad7	630198	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 02:24:39.284	1h 58m 50s	1h 58m 46s	99.5%	17.5 GB	3.5%	17.5 GB	19.1 GB	180.8 GB	178.6 GB
110	f6/099240	630204	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 02:51:24.408	1h 41m 40s	1h 41m 34s	99.4%	19.5 GB	3.9%	19.5 GB	21.1 GB	134.9 GB	118.1 GB
107	8c/49a484	630202	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 02:41:49.320	1h 57m 30s	1h 57m 26s	99.5%	19.8 GB	3.9%	19.8 GB	21.2 GB	178.2 GB	176 GB
81	c8/b8b5d3	630179	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 00:54:28.900	3h 44m 56s	3h 44m 53s	99.2%	5.7 GB	1.1%	5.8 GB	7.1 GB	146.5 GB	129.3 GB
115	2c/918a61	630211	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 03:10:44.416	1h 43m	1h 42m 56s	99.5%	21.8 GB	4.3%	21.8 GB	23.3 GB	135.9 GB	119 GB
121	4a/58935a	630216	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 03:57:54.702	58m 20s	58m 15s	203.2%	2.4 GB	0.5%	2.4 GB	4 GB	181.2 GB	178.9 GB
111	1d/7cdf8f	630209	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 02:59:39.376	1h 57m 1s	1h 56m 55s	99.7%	22.2 GB	4.4%	22.2 GB	24.9 GB	177.6 GB	175.4 GB
90	4f/9e1e6a	630186	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 01:16:53.951	3h 46m 6s	3h 46m 5s	99.6%	8 GB	1.6%	8 GB	9.7 GB	146.2 GB	129 GB
122	94/014b55	630221	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 04:11:19.732	53m 15s	53m 13s	194.2%	2.3 GB	0.5%	2.4 GB	4 GB	137.9 GB	121 GB
127	4d/468a8c	630220	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 04:06:49.675	1h 20s	1h 17s	199.6%	7 GB	1.4%	7 GB	8.8 GB	180 GB	177.8 GB
120	cd/3e6262	630213	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 03:30:04.548	1h 42m	1h 41m 59s	99.5%	24 GB	4.8%	24 GB	26.9 GB	134.9 GB	118.1 GB
125	b0/1d8991	630219	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 04:04:49.714	1h 11m	1h 10m 59s	196.6%	26.3 GB	5.2%	26.7 GB	28.2 GB	147.7 GB	144.1 GB
131	2c/578518	630225	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 04:23:29.763	55m 25s	55m 23s	192.6%	6.9 GB	1.4%	6.9 GB	8.8 GB	137.2 GB	120.3 GB
85	06/22caaa	630180	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 00:56:13.860	4h 23m 36s	4h 23m 34s	99.6%	7.7 GB	1.5%	8.2 GB	9.7 GB	189.3 GB	187 GB
117	d0/479152	630212	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 03:27:29.484	1h 57m 16s	1h 57m 10s	99.6%	24.5 GB	4.9%	24.5 GB	27.1 GB	180.8 GB	178.6 GB
89	a2/924540	630184	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 01:09:13.874	4h 23m 11s	4h 23m 7s	99.6%	10.5 GB	2.1%	10.5 GB	12.8 GB	189.3 GB	187 GB
136	df/978aa0	630227	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 04:39:19.855	56m 30s	56m 29s	210.9%	16.4 GB	3.2%	16.4 GB	18.3 GB	178.8 GB	176.6 GB
130	74/26771d	630226	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 04:33:04.853	1h 3m	1h 2m 57s	190.2%	11.7 GB	2.3%	11.7 GB	14 GB	179.4 GB	177.2 GB
94	79/41e057	630191	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 01:54:29.175	3h 46m 6s	3h 46m 6s	99.4%	10.3 GB	2.0%	10.3 GB	11.9 GB	147.5 GB	130.2 GB
97	9a/a3fdf8	630188	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 01:23:14.015	4h 22m 56s	4h 22m 56s	99.4%	12.9 GB	2.6%	12.9 GB	14.9 GB	187.1 GB	184.8 GB
126	f1/2658c6	630224	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 04:21:09.825	1h 26m 20s	1h 26m 17s	195.8%	29.8 GB	5.9%	30.9 GB	31.6 GB	189.9 GB	198.4 GB
137	2f/4413fc	630234	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 05:07:10.030	54m 25s	54m 24s	194.7%	11.5 GB	2.3%	11.5 GB	13 GB	135.7 GB	118.8 GB
139	a7/ffe408	630233	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 05:04:35.020	58m 20s	58m 16s	207.6%	20.4 GB	4.1%	21 GB	22.6 GB	178.2 GB	176 GB
138	47/963700	630232	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 05:02:59.977	1h 5s	1h 4s	174.4%	15.3 GB	3.0%	16.1 GB	18.1 GB	136.6 GB	119.7 GB
104	21/ccd01f	630197	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 02:19:14.259	3h 45m 11s	3h 45m 6s	99.7%	14.1 GB	2.8%	14.9 GB	16.8 GB	146.1 GB	128.9 GB
133	45/4fa749	630231	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 04:56:39.911	1h 11m 10s	1h 11m 7s	196.3%	30.3 GB	6.0%	30.5 GB	31.7 GB	147.6 GB	144.1 GB
144	f4/f9dcc0	630238	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 05:19:50.026	53m	52m 55s	199.6%	20.6 GB	4.1%	20.6 GB	22.6 GB	135.7 GB	118.8 GB
100	5e/ffe740	630199	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 02:27:24.312	3h 45m 46s	3h 45m 43s	99.6%	12.6 GB	2.5%	12.6 GB	14.8 GB	145.9 GB	128.6 GB
129	2f/6c11b5	630222	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 04:11:59.810	2h 3m 35s	2h 3m 29s	214.5%	2.4 GB	0.5%	2.4 GB	4.1 GB	189.7 GB	187.3 GB
132	db/763767	630228	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 04:39:24.818	1h 43m 55s	1h 43m 54s	221.1%	2.3 GB	0.5%	2.4 GB	4.1 GB	147.5 GB	130.3 GB
135	53/a60be8	630230	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 04:56:14.954	1h 27m 20s	1h 27m 15s	194.8%	34 GB	6.8%	34.7 GB	35.1 GB	189.9 GB	198.5 GB
142	ca/b80b3f	630237	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 05:18:55.118	1h 11m 25s	1h 11m 20s	196.0%	33.4 GB	6.6%	34.1 GB	35.1 GB	147.6 GB	144 GB
145	00/e99bd5	630241	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 05:35:50.172	57m 15s	57m 15s	208.6%	25.7 GB	5.1%	25.7 GB	28.5 GB	178.8 GB	176.5 GB
149	17/75d04c	630244	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 05:46:10.187	51m 10s	51m 7s	199.0%	25.2 GB	5.0%	25.2 GB	28.2 GB	133.7 GB	116.9 GB
101	e8/496536	630194	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 02:14:49.261	4h 24m 16s	4h 24m 14s	99.5%	15.2 GB	3.0%	15.2 GB	17 GB	188.4 GB	186 GB
112	69/98be05	630205	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 02:53:34.378	3h 46m 1s	3h 45m 58s	99.7%	17.2 GB	3.4%	17.2 GB	19 GB	145.1 GB	127.9 GB
148	7b/19dc9f	630243	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 05:40:35.182	1h 13m 25s	1h 13m 22s	195.3%	37.2 GB	7.4%	38 GB	38.6 GB	147.7 GB	144.1 GB
143	8f/76fea8	630242	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 05:36:05.085	1h 24m 25s	1h 24m 25s	196.6%	38.2 GB	7.6%	38.5 GB	41.6 GB	189.9 GB	198.4 GB
155	49/2250f8	630250	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 06:07:50.276	53m 30s	53m 30s	198.8%	29.7 GB	5.9%	29.8 GB	32.4 GB	136.6 GB	119.7 GB
153	38/b1fcc3	630249	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 06:04:25.189	58m 10s	58m 6s	207.7%	30.3 GB	6.0%	30.3 GB	32.7 GB	180 GB	177.7 GB
156	e0/f9b678	630253	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:1GB)	FAILED	137	2022-02-25 06:15:35.250	47m 25s	47m 20s	-	-	-	-	-	-	-
134	19/b1b8e7	630229	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 04:53:44.950	2h 14m 10s	2h 14m 7s	198.6%	6.8 GB	1.3%	7 GB	9.1 GB	188.4 GB	186.1 GB
140	5e/81dc41	630235	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 05:12:05.059	1h 57m 40s	1h 57m 40s	222.5%	11.7 GB	2.3%	11.7 GB	14.1 GB	187.7 GB	185.4 GB
146	09/3c5abe	630239	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 05:24:45.112	1h 45m 10s	1h 45m 7s	216.2%	11.5 GB	2.3%	11.5 GB	13.2 GB	145.2 GB	127.9 GB
154	7a/e3efaf	630246	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 06:01:35.240	1h 14m 20s	1h 14m 15s	194.1%	40.6 GB	8.1%	41.3 GB	42.1 GB	147.6 GB	144 GB
160	49/eb00c8	630254	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 06:23:20.307	55m 25s	55m 21s	210.5%	35 GB	6.9%	35 GB	37 GB	176.4 GB	174.2 GB
116	88/6bdb11	630210	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 03:00:24.390	4h 19m 41s	4h 19m 38s	99.8%	19.8 GB	3.9%	19.8 GB	21.4 GB	186.4 GB	184.1 GB
109	14/0fbfc8	630208	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 02:57:04.346	4h 24m 1s	4h 23m 58s	99.6%	17.5 GB	3.5%	17.5 GB	19.1 GB	189.3 GB	187 GB
118	d7/92dae4	630214	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 03:37:29.541	3h 45m 26s	3h 45m 22s	99.4%	19.5 GB	3.9%	19.5 GB	21.3 GB	144.3 GB	127.1 GB
158	b2/ae17a9	630256	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:1GB)	FAILED	137	2022-02-25 06:30:20.319	56m 45s	56m 40s	-	-	-	-	-	-	-
151	d4/8787ce	630247	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:2;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 06:02:55.171	1h 24m 30s	1h 24m 27s	196.0%	41.4 GB	8.2%	42.3 GB	45 GB	189.9 GB	198.4 GB
165	f2/a3201f	630260	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 06:39:35.294	50m 10s	50m 4s	284.6%	10.8 GB	2.1%	11 GB	11.5 GB	147.8 GB	144.2 GB
147	9d/eb8221	630240	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 05:32:25.114	1h 57m 40s	1h 57m 39s	223.3%	16.3 GB	3.2%	16.4 GB	18.3 GB	187.1 GB	184.8 GB
163	6d/c6f93e	630257	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 06:33:05.377	57m 10s	57m 7s	292.9%	10.5 GB	2.1%	10.8 GB	12 GB	190 GB	198.5 GB
150	d8/55da19	630245	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 05:47:30.099	1h 43m	1h 42m 57s	222.9%	16.1 GB	3.2%	16.1 GB	18.2 GB	146.2 GB	129 GB
161	bf/4b36ce	630258	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 06:37:20.350	56m 30s	56m 26s	186.3%	34.3 GB	6.8%	34.3 GB	36.9 GB	135.6 GB	118.8 GB
166	a7/b90e36	630259	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 06:39:05.402	55m 55s	55m 51s	295.6%	16 GB	3.2%	16.5 GB	17.2 GB	189.9 GB	198.5 GB
123	23/a1c42b	630217	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 04:00:54.784	3h 44m 6s	3h 44m 2s	99.4%	21.7 GB	4.3%	21.8 GB	23.3 GB	145.3 GB	128.1 GB
164	a3/5af2c6	630261	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 06:54:00.448	56m 25s	56m 20s	210.5%	39.6 GB	7.9%	39.6 GB	41.4 GB	178.2 GB	176 GB
162	ca/2066ac	630252	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 06:13:10.222	1h 38m 30s	1h 38m 27s	226.4%	24.4 GB	4.8%	25.2 GB	28.3 GB	143 GB	125.8 GB
170	94/b0c82c	630265	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 07:03:00.355	51m 5s	51m 1s	197.6%	38.9 GB	7.7%	38.9 GB	41.1 GB	131.6 GB	114.7 GB
169	08/9acaa6	630263	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:3;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 07:01:20.389	53m 25s	53m 23s	273.1%	16.1 GB	3.2%	16.4 GB	17.4 GB	147.7 GB	144.2 GB
128	9e/97dcee	630223	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:2;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 04:12:29.761	3h 45m 51s	3h 45m 47s	99.7%	24 GB	4.8%	24.1 GB	26.9 GB	144.3 GB	127.1 GB
152	6f/f8ddb7	630248	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 06:03:05.175	1h 57m 20s	1h 57m 17s	222.8%	21 GB	4.2%	21 GB	22.7 GB	186.4 GB	184.1 GB
171	83/0ff4d4	630266	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:3;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 07:07:55.474	57m	56m 57s	293.6%	21.5 GB	4.3%	22.3 GB	23.8 GB	189.9 GB	198.5 GB
